,Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg
4309,alcoholic beverages beer higher alcohol,58.0,0.9,0.0,0.0,0.27,0.0,0.0,8.0,0.03,12.0,32.0,62.0,4.0,0.01,0.008,0.022,0.6,0.0,0.03,0.09,1.1,0.09,18.0,0.02,0.0,0.0,0.0
4310,beverages malt liquor bev,40.0,0.35,0.0,0.0,0.0,0.0,0.0,3.0,0.03,5.0,13.0,33.0,3.0,0.08,0.005,0.005,0.0,0.0,0.03,0.04,0.4,0.037,4.0,0.0,0.0,0.0,0.0
4311,alcoholic beverages wine rose,83.0,0.36,0.0,0.0,3.8,0.0,3.8,10.0,0.2,10.0,18.0,59.0,5.0,0.11,0.005,0.131,0.2,0.0,0.02,0.015,0.09,0.037,1.0,0.01,0.0,0.0,0.0
4312,beverages ocean spray cran pomegranate,47.0,0.07,0.001,0.01,12.56,0.6,12.0,2.0,0.12,1.0,1.0,11.0,12.0,0.02,0.009,0.018,0.0,27.1,0.0,0.0,0.026,0.0,0.0,0.0,1.0,0.0,0.0
4313,beverages ocean spray cran cherry,46.0,0.19,0.001,0.0,12.76,0.6,12.2,3.0,0.08,1.0,2.0,24.0,7.0,0.03,0.009,0.027,0.0,24.4,0.0,0.0,0.026,0.0,0.0,0.0,2.0,0.0,0.0
4314,beverages ocean spray lt cranberry,19.0,0.22,0.004,0.01,4.72,0.7,3.97,3.0,0.07,1.0,1.0,38.0,15.0,0.02,0.015,0.0,0.0,0.8,0.0,0.0,0.026,0.0,0.0,0.0,1.0,0.0,0.0
4315,beverages  ocean spray  white cranberry peach,45.0,0.13,0.002,0.01,11.88,0.6,11.32,3.0,0.05,2.0,3.0,22.0,11.0,0.03,0.009,0.021,0.0,27.1,0.0,0.0,0.026,0.0,0.0,0.0,2.0,0.0,0.0
4316,beverages ocean spray lt cranberry concord grape,23.0,0.36,0.006,0.02,5.78,0.7,5.02,4.0,0.06,1.0,1.0,34.0,8.0,0.02,0.015,0.0,0.0,34.1,0.0,0.0,0.026,0.0,0.0,0.0,1.0,0.0,0.0
4317,beverages tea grn brewed decaffeinated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.01,0.005,0.0,0.0,0.0,0.0069999999999999,0.0579999999999999,0.03,0.005,0.0,0.0,0.0,0.0,0.0
4318,beverages tea grn ready to drk unswtnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,19.0,7.0,0.01,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4320,beverages citrus fruit juc drk frz conc prep w h2o,46.0,0.34,0.002,0.03,11.42,0.1,8.13,9.0,1.12,6.0,10.0,112.0,4.0,0.04,0.035,0.073,0.1,27.1,0.0139999999999999,0.01,0.075,0.019,7.0,0.0,2.0,0.06,0.0
4321,beverages fruit punch drk wo added nutr cnd,48.0,0.0,0.0,0.0,11.97,0.0,11.29,8.0,0.09,3.0,3.0,25.0,10.0,0.01,0.01,0.084,0.2,0.4,0.022,0.023,0.021,0.011,4.0,0.0,0.0,0.02,0.0
4322,beverages fruit punch drk w added nutr cnd,47.0,0.0,0.0,0.0,11.94,0.2,11.29,8.0,0.09,3.0,3.0,31.0,38.0,0.01,0.01,0.084,0.2,29.6,0.005,0.023,0.021,0.011,1.0,0.0,2.0,0.01,0.0
4323,beverages fruit punch drk frz conc,162.0,0.2,0.003,0.0,41.4,0.4,0.0,8.0,0.3,6.0,2.0,44.0,8.0,0.07,0.09,0.36,0.0,155.6,0.034,0.046,0.074,0.021,3.0,0.0,2.0,0.0,0.0
4324,beverages fruit punch drk frz conc prep w h2o,46.0,0.06,0.001,0.0,11.66,0.1,0.0,4.0,0.09,2.0,1.0,13.0,5.0,0.02,0.032,0.102,0.0,43.8,0.01,0.013,0.021,0.006,1.0,0.0,1.0,0.0,0.0
4326,beverages tropical punch rtd,10.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4327,beverages grape drk cnd,61.0,0.0,0.0,0.0,15.72,0.0,13.06,52.0,0.07,1.0,0.0,12.0,16.0,0.12,0.013,0.027,0.1,31.4,0.001,0.004,0.01,0.002,0.0,0.0,0.0,0.0,0.0
4328,beverages tea grn brewed reg,1.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0,0.0,8.0,1.0,0.01,0.004,0.184,0.0,0.3,0.0069999999999999,0.0579999999999999,0.03,0.005,0.0,0.0,0.0,0.0,0.0
4329,beverages tea black rtd peach diet,1.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,1.0,1.0,12.0,5.0,0.0,0.005,0.161,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330,beverages tea black ready to drk decaffeinated diet,0.0,0.0,0.0,0.0,0.83,0.0,0.0,11.0,0.0,2.0,4.0,27.0,4.0,0.01,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4331,beverages tea black ready to drk decaffeinated,38.0,0.0,0.0,0.0,8.75,0.0,7.92,11.0,0.0,2.0,4.0,27.0,8.0,0.01,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4332,beverages grape juc drk cnd,57.0,0.0,0.0,0.0,14.55,0.1,14.11,7.0,0.13,6.0,6.0,33.0,9.0,0.03,0.022,0.2,0.1,26.5,0.225,0.354,0.142,0.035,1.0,0.0,0.0,0.0,0.0
4333,beverages cranberry juc cocktail,52.0,0.0,0.0,0.34,12.25,0.0,11.41,3.0,0.04,1.0,1.0,19.0,2.0,0.02,0.015,0.06,0.0,33.5,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0
4334,beverages ocean spray ruby red cranberry,45.0,0.07,0.003,0.01,11.58,0.6,11.02,5.0,0.04,2.0,4.0,39.0,11.0,0.02,0.009,0.006,0.0,27.1,0.0,0.0,0.026,0.0,0.0,0.0,24.0,0.0,0.0
4335,beverages motts appl juc lt fort w vit c,22.0,0.0,0.0,0.1,5.1,0.0,4.8,3.0,0.2,0.0,0.0,51.0,13.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4336,beverages lemonade pdr,376.0,0.0,0.151,1.05,97.57,0.4,94.7,20.0,0.19,247.0,4.0,147.0,51.0,0.1,0.045,0.016,0.6,39.9,0.015,0.0,0.13,0.026,6.0,0.0,0.0,0.14,0.0
4337,lemonade pdr prep wh2o,14.0,0.0,0.0,0.04,3.59,0.0,3.5,4.0,0.01,10.0,0.0,6.0,6.0,0.01,0.011,0.001,0.0,1.5,0.001,0.0,0.005,0.001,0.0,0.0,0.0,0.01,0.0
4338,beverages snapple tea black  grn ready to drk peach diet,2.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4339,lemonade frz conc white,196.0,0.22,0.025,0.7,49.89,0.3,44.46,7.0,0.09,7.0,7.0,72.0,7.0,0.04,0.013,0.013,0.4,13.1,0.02,0.0,0.11,0.02,7.0,0.0,0.0,0.09,0.0
4340,lemonade frz conc white prep wh2o,40.0,0.07,0.006,0.04,10.42,0.0,9.98,4.0,0.16,2.0,2.0,15.0,4.0,0.02,0.021,0.005,0.1,3.9,0.006,0.021,0.016,0.006,1.0,0.0,0.0,0.01,0.0
4341,beverages snapple tea black  grn ready to drk lemon diet,2.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4342,beverages lemonade-flavor drk pdr,380.0,0.0,0.183,1.01,97.9,0.0,97.15,11.0,0.17,165.0,99.0,39.0,130.0,0.03,0.025,0.011,0.3,40.6,0.002,0.011,0.0,0.0,0.0,0.0,0.0,0.08,0.0
4343,beverages lemonade-flavor drk pdr prep w h2o,27.0,0.0,0.0,0.07,6.9,0.0,6.87,4.0,0.01,13.0,7.0,3.0,13.0,0.01,0.011,0.001,0.0,2.9,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4344,limeade frz conc prep wh2o,52.0,0.0,0.0,0.0,13.79,0.0,13.27,2.0,0.0,2.0,1.0,10.0,3.0,0.01,0.016,0.001,0.1,3.1,0.002,0.003,0.009,0.004,1.0,0.0,0.0,0.0,0.0
4345,malt bev incl non-alcoholic beer,37.0,0.21,0.024,0.12,8.05,0.0,8.05,7.0,0.06,7.0,16.0,8.0,13.0,0.02,0.008,0.013,1.2,0.5,0.016,0.048,1.113,0.027,14.0,0.02,0.0,0.0,0.0
4354,beverages orange drk cnd w added vit c,49.0,0.0,0.002,0.07,12.34,0.0,11.03,5.0,0.04,2.0,1.0,18.0,3.0,0.02,0.0,0.011,0.0,57.3,0.0,0.0,0.011,0.0,2.0,0.0,0.0,0.02,0.0
4355,beverages orange  apricot juc drk cnd,51.0,0.3,0.01,0.1,12.7,0.1,12.06,5.0,0.1,5.0,8.0,80.0,2.0,0.04,0.032,0.009,0.1,20.0,0.02,0.01,0.2,0.037,7.0,0.0,9.0,0.11,0.0
4356,beverages pnappl  grapefruit juc drk cnd,47.0,0.2,0.006,0.1,11.6,0.1,11.52,7.0,0.31,6.0,6.0,61.0,14.0,0.06,0.045,0.413,0.1,46.0,0.03,0.016,0.267,0.042,9.0,0.0,0.0,0.01,0.0
4357,beverages pnappl  orange juc drk cnd,50.0,1.3,0.0,0.0,11.8,0.1,11.59,5.0,0.27,6.0,4.0,46.0,3.0,0.06,0.0409999999999999,0.361,0.1,22.5,0.03,0.019,0.207,0.047,9.0,0.0,1.0,0.03,0.0
4359,strawberry-flavor bev mix pdr,389.0,0.1,0.0,0.2,99.1,0.0,95.45,4.0,0.44,1.0,5.0,6.0,38.0,0.0,0.0,0.0,0.5,0.3,0.003,0.11,0.073,0.002,0.0,0.0,0.0,0.0,0.0
4360,beverages strawberry-flavor bev mix pdr prep w whl milk,88.0,3.0,1.91,3.1,12.3,0.0,0.0,110.0,0.08,12.0,86.0,139.0,48.0,0.35,0.009,0.002,1.8,0.9,0.035,0.158,0.083,0.039,5.0,0.33,26.0,0.0,0.0
4361,beverages tea black brewed prep w tap h2o decaffeinated,1.0,0.0,0.002,0.0,0.3,0.0,0.0,0.0,0.02,3.0,1.0,37.0,3.0,0.02,0.01,0.2189999999999999,0.0,0.0,0.0,0.0139999999999999,0.0,0.0,5.0,0.0,0.0,0.0,0.0
4363,beverages tea black brewed prep w tap h2o,1.0,0.0,0.002,0.0,0.3,0.0,0.0,0.0,0.02,3.0,1.0,37.0,3.0,0.02,0.01,0.2189999999999999,0.0,0.0,0.0,0.0139999999999999,0.0,0.0,5.0,0.0,0.0,0.0,0.0
4367,beverages tea inst unswtnd prep w h2o,1.0,0.06,0.0,0.0,0.17,0.0,0.02,3.0,0.01,2.0,1.0,18.0,4.0,0.01,0.011,0.392,0.0,0.0,0.0,0.003,0.032,0.001,0.0,0.0,0.0,0.0,0.0
4370,beverages tea inst lemon swtnd prep w h2o,35.0,0.01,0.008,0.06,8.61,0.1,8.33,2.0,0.02,1.0,0.0,15.0,2.0,0.01,0.0069999999999999,0.124,0.1,0.0,0.001,0.0,0.011,0.001,0.0,0.0,0.0,0.0,0.0
4372,beverages tea inst lemon diet,2.0,0.02,0.0,0.0,0.44,0.0,0.01,3.0,0.05,2.0,1.0,14.0,6.0,0.01,0.01,0.155,0.0,0.0,0.0,0.002,0.02,0.001,0.0,0.0,0.0,0.0,0.0
4373,beverages tea herb other than chamomile brewed,1.0,0.0,0.002,0.0,0.2,0.0,0.0,2.0,0.08,1.0,0.0,9.0,1.0,0.04,0.015,0.044,0.0,0.0,0.01,0.004,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4374,beverages h2o btld perrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4375,beverages h2o btld poland spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4377,beverages carb cola fast-food cola,37.0,0.07,0.0,0.02,9.56,0.0,8.97,2.0,0.11,0.0,10.0,2.0,4.0,0.02,0.001,0.002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4379,beverages fruit punch juc drk frz conc prep w h2o,42.0,0.07,0.021,0.17,11.4,0.0,11.4,7.0,0.2,3.0,3.0,66.0,5.0,0.17,0.024,0.051,0.0,4.8,0.001,0.0559999999999999,0.05,0.011,2.0,0.0,0.0,0.0,0.0
4381,beverages orange-flavor drk brkfst type pdr prep w h2o,49.0,0.0,0.0,0.0,12.65,0.1,11.8,52.0,0.0,1.0,19.0,25.0,5.0,0.01,0.01,0.0069999999999999,0.1,29.5,0.0,0.087,1.023,0.102,0.0,0.0,77.0,0.0,0.0
4383,beverages h2o tap drinking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4384,beverages h2o tap well,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0.01,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4385,alcoholic bev liqueur coffee 53 proof,336.0,0.1,0.106,0.3,46.8,0.0,38.3,1.0,0.06,3.0,6.0,30.0,8.0,0.03,0.04,0.0139999999999999,0.4,0.0,0.004,0.012,0.144,0.0,0.0,0.0,0.0,0.0,0.0
4386,alcoholic bev liqueur coffee w crm 34 proof,327.0,2.8,9.664,15.7,20.9,0.0,19.76,16.0,0.13,2.0,50.0,32.0,92.0,0.16,0.04,0.006,0.4,0.2,0.011,0.057,0.078,0.011,2.0,0.08,173.0,0.45,0.0
4387,beverages carb lo cal cola or pepper-type w asprt  caffeine,2.0,0.11,0.0,0.03,0.29,0.0,0.0,3.0,0.11,1.0,9.0,8.0,8.0,0.01,0.002,0.107,0.0,0.0,0.005,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4392,beve orange-flav drk brkfst type w pulp frz conc pre w h2o,49.0,0.03,0.022,0.14,12.21,0.0,11.91,39.0,0.08,1.0,22.0,124.0,10.0,0.02,0.018,0.008,0.1,69.2,0.12,0.038,0.0,0.0,9.0,0.0,0.0,0.0,0.0
4396,beverages h2o tap municipal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4397,cranberry juc cocktail frz conc,201.0,0.05,0.0,0.0,51.45,0.2,42.5,11.0,0.3,5.0,5.0,49.0,4.0,0.07,0.02,0.14,0.0,45.8,0.023,0.032,0.04,0.049,0.0,0.0,2.0,0.0,0.0
4398,cranberry juc cocktail frz conc prep w h2o,47.0,0.01,0.0,0.0,11.81,0.0,9.76,5.0,0.07,2.0,1.0,12.0,4.0,0.02,0.012,0.032,0.0,10.5,0.005,0.0069999999999999,0.009,0.011,0.0,0.0,0.0,0.0,0.0
4399,beverages h2o btld non-carbonated dannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,beverages h2o btld non-carbonated pepsi aquafina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4401,beverages the coca-cola comp dasani h2o btld non-carbonated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4402,beverages orange brkfst drk rtd w added nutr,53.0,0.0,0.0,0.0,13.2,0.1,8.02,100.0,0.05,5.0,7.0,83.0,54.0,0.05,0.027,0.013,0.0,24.0,0.12,0.01,0.09,0.02,5.0,0.0,21.0,0.04,0.0
4403,beverages h2o btld non-carbonated calistoga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4404,beverages h2o btld non-carbonated crystal geyser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4405,water btld non-carbonated naya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4406,beverages h2o btld non-carbonated dannon fluoride to go,0.0,0.0,0.0,0.0,0.03,0.0,0.0,3.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4407,beverages drk mix quaker oats gatorade orange flavor pdr,388.0,0.0,0.0,1.23,94.11,0.0,80.5,40.0,0.34,1.0,120.0,30.0,63.0,0.06,0.25,0.05,0.0,0.4,0.011,0.802,0.22,0.022,0.0,0.0,0.0,0.0,0.0
4408,beverages pepsico quaker gatorade g performance o 2 rtd,26.0,0.0,0.0,0.0,6.43,0.0,5.24,1.0,0.05,0.0,10.0,15.0,39.0,0.01,0.006,0.013,0.0,0.4,0.011,0.0,0.22,0.022,0.0,0.0,0.0,0.0,0.0
4409,beverages coca-cola powerade lemon-lime flav rtd,32.0,0.0,0.008,0.05,7.84,0.0,6.11,1.0,0.09,0.0,1.0,18.0,42.0,0.01,0.0,0.0,0.0,0.0,0.011,0.0,1.565,0.153,0.0,0.91,0.0,0.0,0.0
4410,beverages propel zero fruit-flavored non-carbonated,5.0,0.0,0.0,0.0,1.14,0.0,0.0,1.0,0.03,0.0,25.0,16.0,33.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,4.095,0.556,0.0,0.0,0.0,1.67,0.0
4411,beverages arizona tea rtd lemon,39.0,0.0,0.0,0.0,9.77,0.0,9.63,3.0,0.0,1.0,1.0,10.0,4.0,0.01,0.005,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4412,beverages lipton brisk tea black rtd lemon,35.0,0.0,0.0,0.0,8.81,0.0,8.69,1.0,0.0,0.0,26.0,19.0,21.0,0.01,0.005,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4413,whiskey sour mix btld w kna,84.0,0.1,0.008,0.1,21.4,0.0,0.0,2.0,0.11,1.0,6.0,7.0,33.0,0.07,0.0,0.0,0.1,2.7,0.013,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4414,alcoholic bev whiskey sour,149.0,0.0,0.005,0.03,13.17,0.0,0.0,1.0,0.08,1.0,6.0,5.0,20.0,0.06,0.009,0.006,0.1,1.6,0.011,0.006,0.02,0.0,0.0,0.0,0.0,0.0,0.0
4415,alcoholic bev distilled all (gin rum vodka whiskey) 94 proof,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,4.0,2.0,1.0,0.04,0.021,0.018,0.0,0.0,0.006,0.004,0.013,0.001,0.0,0.0,0.0,0.0,0.0
4416,alcoholic bev distilled all (gin rum vodka whiskey) 100proof,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,4.0,2.0,1.0,0.04,0.021,0.018,0.0,0.0,0.006,0.004,0.013,0.001,0.0,0.0,0.0,0.0,0.0
4417,alcoholic bev liqueur coffee 63 proof,308.0,0.1,0.106,0.3,32.2,0.0,32.2,1.0,0.06,3.0,6.0,30.0,8.0,0.03,0.04,0.017,0.3,0.0,0.004,0.012,0.144,0.0,0.0,0.0,0.0,0.0,0.0
4418,alcoholic bev wine dssrt dry,152.0,0.2,0.0,0.0,11.67,0.0,1.09,8.0,0.24,9.0,9.0,92.0,9.0,0.07,0.045,0.119,0.5,0.0,0.018,0.018,0.213,0.0,0.0,0.0,0.0,0.0,0.0
4419,carbonated bev local othr than cola or pep w na sac wo caf,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.0,0.04,1.0,0.0,2.0,16.0,0.05,0.025,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4421,beverage fruit punch-flavor drk pdr wo added na prep w h2o,37.0,0.0,0.006,0.01,9.47,0.0,9.23,17.0,0.05,1.0,0.0,1.0,7.0,0.02,0.021,0.003,0.1,11.8,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0
4422,lemonade frz conc pink,192.0,0.22,0.026,0.69,48.86,0.3,46.46,8.0,0.08,7.0,7.0,76.0,4.0,0.03,0.011,0.0139999999999999,0.0,14.1,0.017,0.0,0.12,0.015,11.0,0.0,0.0,0.07,0.0
4423,beverages lemonade frz conc pink prep w h2o,43.0,0.05,0.006,0.15,10.81,0.1,10.28,4.0,0.02,2.0,2.0,17.0,4.0,0.01,0.01,0.003,0.0,3.1,0.004,0.0,0.027,0.003,2.0,0.0,0.0,0.02,0.0
4424,beverages tea black brewed prep w distilled h2o,1.0,0.0,0.002,0.0,0.3,0.0,0.0,0.0,0.01,1.0,1.0,21.0,0.0,0.01,0.008,0.2189999999999999,0.0,0.0,0.0,0.0139999999999999,0.0,0.0,5.0,0.0,0.0,0.0,0.0
4425,beverages tea herb brewed chamomile,1.0,0.0,0.002,0.0,0.2,0.0,0.0,2.0,0.08,1.0,0.0,9.0,1.0,0.04,0.015,0.044,0.0,0.0,0.01,0.004,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4427,alcoholic bev distilled all (gin rum vodka whiskey) 86 proof,250.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.04,0.0,4.0,2.0,1.0,0.04,0.021,0.018,0.0,0.0,0.006,0.004,0.013,0.001,0.0,0.0,0.0,0.0,0.0
4428,alcoholic bev distilled all (gin rum vodka whiskey) 90 proof,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,4.0,2.0,1.0,0.04,0.021,0.018,0.0,0.0,0.006,0.004,0.013,0.001,0.0,0.0,0.0,0.0,0.0
4429,carbonated bev chocolate-flavored soda,42.0,0.0,0.0,0.0,10.7,0.0,10.7,4.0,0.1,1.0,1.0,50.0,4.0,0.16,0.013,0.036,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,beverages wine non-alcoholic,6.0,0.5,0.0,0.0,1.1,0.0,1.1,9.0,0.4,10.0,15.0,88.0,7.0,0.08,0.011,0.0,0.2,0.0,0.0,0.01,0.1,0.02,1.0,0.0,0.0,0.0,0.0
4431,water btld generic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0069999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4433,bev choco-fla bev mix   mlk pdr w add nutr prep w whl milk,89.0,3.27,1.899,3.17,11.87,0.4,11.59,141.0,0.03,14.0,84.0,144.0,50.0,0.91,0.098,0.062,3.5,2.3,0.043,0.159,0.098,0.108,5.0,0.41,42.0,0.07,1.2
4434,beverages h2o btld non-carbonated evian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4435,beverages powerade zero ion4 calorie-free assorted flavors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.05,1.0,0.0,10.0,42.0,0.01,0.006,0.0,0.0,2.5,0.011,0.0,0.845,0.0559999999999999,0.0,0.17,0.0,0.57,0.0
4436,beverages wendy's tea rtd unswtnd,1.0,0.22,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,14.0,3.0,0.01,0.008,0.136,0.0,0.0,0.018,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4437,alcoholic bev wine table red merlot,83.0,0.07,0.0,0.0,2.51,0.0,0.62,8.0,0.46,12.0,23.0,127.0,4.0,0.14,0.011,0.132,0.2,0.0,0.005,0.031,0.2239999999999999,0.057,1.0,0.0,0.0,0.0,0.0
4438,water non-carbonated fruit flavors swtnd w lo cal swtnr,1.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4439,bev h2o w added vit  min bottles swtnd ast fruit flavors,22.0,0.0,0.0,0.0,5.49,0.0,5.49,17.0,0.0,3.0,0.0,0.0,0.0,0.32,0.0069999999999999,0.0,0.0,12.7,0.0,0.0,0.8440000000000001,0.084,0.0,0.25,32.0,1.9,0.0
4440,beverages v8 splash juc drinks diet berry blend,4.0,0.0,0.0,0.0,1.23,0.0,0.41,0.0,0.0,0.0,0.0,33.0,14.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0
4441,beverages v8 splash juc drinks diet fruit medley,4.0,0.0,0.0,0.0,1.26,0.0,0.84,0.0,0.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0
4442,beverages v8 splash juc drinks diet strawberry kiwi,4.0,0.0,0.0,0.0,1.26,0.0,0.84,8.0,0.3,0.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0
4443,beverages v8 splash juc drinks diet tropical blend,4.0,0.0,0.0,0.0,1.26,0.0,0.42,0.0,0.0,0.0,0.0,34.0,15.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0
4444,beverages v8 splash juc drinks berry blend,29.0,0.0,0.0,0.0,7.41,0.0,7.41,0.0,0.0,0.0,0.0,14.0,21.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0
4445,beverages v8 splash juc drinks fruit medley,33.0,0.0,0.0,0.0,7.82,0.0,7.82,0.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0
